2024-02-27T19:29:03.817Z, Distance: 100cm
2024-02-27T19:29:04.814Z, Distance: 90cm
2024-02-27T19:29:05.815Z, Distance: 100cm
2024-02-27T19:29:06.815Z, Distance: 110cm
2024-02-27T19:29:07.815Z, Distance: 110cm
2024-02-27T19:29:08.815Z, Distance: 110cm
2024-02-27T19:29:09.816Z, Distance: 110cm
2024-02-27T19:29:10.815Z, Distance: 100cm
2024-02-27T19:29:11.816Z, Distance: 100cm
2024-02-27T19:29:12.816Z, Distance: 100cm
2024-02-27T19:29:13.815Z, Distance: 110cm
2024-02-27T19:29:14.815Z, Distance: 110cm
2024-02-27T19:29:15.815Z, Distance: 90cm
2024-02-27T19:29:16.814Z, Distance: 90cm
2024-02-27T19:29:17.814Z, Distance: 90cm
2024-02-27T19:29:18.815Z, Distance: 90cm
2024-02-27T19:29:19.814Z, Distance: 110cm
2024-02-27T19:29:20.815Z, Distance: 90cm
2024-02-27T19:29:21.815Z, Distance: 110cm
2024-02-27T19:29:22.815Z, Distance: 100cm
2024-02-27T19:29:23.814Z, Distance: 110cm
2024-02-27T19:29:24.815Z, Distance: 100cm
2024-02-27T19:29:25.815Z, Distance: 90cm
2024-02-27T19:29:26.814Z, Distance: 100cm
2024-02-27T19:29:27.815Z, Distance: 110cm
2024-02-27T19:29:28.815Z, Distance: 100cm
2024-02-27T19:29:29.814Z, Distance: 100cm
2024-02-27T19:29:30.815Z, Distance: 110cm
2024-02-27T19:29:31.815Z, Distance: 100cm
2024-02-27T19:29:32.814Z, Distance: 100cm
2024-02-27T19:29:33.815Z, Distance: 110cm
2024-02-27T19:29:34.815Z, Distance: 90cm
2024-02-27T19:29:35.814Z, Distance: 90cm
2024-02-27T19:29:36.815Z, Distance: 100cm
2024-02-27T19:29:37.815Z, Distance: 100cm
2024-02-27T19:29:38.815Z, Distance: 110cm
2024-02-27T19:29:39.814Z, Distance: 100cm
2024-02-27T19:29:40.815Z, Distance: 90cm
2024-02-27T19:29:41.815Z, Distance: 90cm
2024-02-27T19:29:42.815Z, Distance: 90cm
2024-02-27T19:29:43.815Z, Distance: 100cm
2024-02-27T19:29:44.815Z, Distance: 90cm
2024-02-27T19:29:45.814Z, Distance: 90cm
2024-02-27T19:29:46.815Z, Distance: 100cm
2024-02-27T19:29:47.815Z, Distance: 100cm
2024-02-27T19:29:48.814Z, Distance: 110cm
2024-02-27T19:29:49.814Z, Distance: 100cm
2024-02-27T19:29:50.815Z, Distance: 110cm
2024-02-27T19:29:51.815Z, Distance: 90cm
2024-02-27T19:29:52.814Z, Distance: 110cm
2024-02-27T19:29:53.814Z, Distance: 100cm
2024-02-27T19:29:54.815Z, Distance: 100cm
2024-02-27T19:29:55.815Z, Distance: 110cm
2024-02-27T19:29:56.815Z, Distance: 100cm
2024-02-27T19:29:57.815Z, Distance: 90cm
2024-02-27T19:29:58.815Z, Distance: 110cm
2024-02-27T19:29:59.814Z, Distance: 90cm
2024-02-27T19:30:00.815Z, Distance: 100cm
2024-02-27T19:30:01.814Z, Distance: 100cm
2024-02-27T19:30:02.814Z, Distance: 90cm
2024-02-27T19:30:03.814Z, Distance: 90cm
2024-02-27T19:30:04.815Z, Distance: 90cm
2024-02-27T19:30:05.815Z, Distance: 100cm
2024-02-27T19:30:06.814Z, Distance: 100cm
2024-02-27T19:30:07.814Z, Distance: 100cm
2024-02-27T19:30:08.814Z, Distance: 90cm
2024-02-27T19:30:09.814Z, Distance: 100cm
2024-02-27T19:30:10.814Z, Distance: 100cm
2024-02-27T19:30:11.815Z, Distance: 100cm
2024-02-27T19:30:12.814Z, Distance: 80cm
2024-02-27T19:30:13.814Z, Distance: 80cm
2024-02-27T19:30:14.814Z, Distance: 100cm
2024-02-27T19:30:15.815Z, Distance: 90cm
2024-02-27T19:30:16.814Z, Distance: 90cm
2024-02-27T19:30:17.815Z, Distance: 100cm
2024-02-27T19:30:18.814Z, Distance: 90cm
2024-02-27T19:30:19.814Z, Distance: 100cm
2024-02-27T19:30:20.814Z, Distance: 90cm
2024-02-27T19:30:21.814Z, Distance: 100cm
2024-02-27T19:30:22.815Z, Distance: 100cm
2024-02-27T19:30:23.814Z, Distance: 100cm
2024-02-27T19:30:24.814Z, Distance: 100cm
2024-02-27T19:30:25.815Z, Distance: 100cm
2024-02-27T19:30:26.815Z, Distance: 100cm
2024-02-27T19:30:27.815Z, Distance: 90cm
2024-02-27T19:30:28.815Z, Distance: 100cm
2024-02-27T19:30:29.815Z, Distance: 90cm
2024-02-27T19:30:30.817Z, Distance: 90cm
2024-02-27T19:30:31.815Z, Distance: 100cm
2024-02-27T19:30:32.815Z, Distance: 90cm
2024-02-27T19:30:33.815Z, Distance: 90cm
2024-02-27T19:30:34.815Z, Distance: 100cm
2024-02-27T19:30:35.815Z, Distance: 90cm
2024-02-27T19:30:36.815Z, Distance: 90cm
2024-02-27T19:30:37.815Z, Distance: 100cm
2024-02-27T19:30:38.814Z, Distance: 100cm
2024-02-27T19:30:39.814Z, Distance: 110cm
2024-02-27T19:30:40.815Z, Distance: 110cm
2024-02-27T19:30:41.815Z, Distance: 100cm
2024-02-27T19:30:42.815Z, Distance: 90cm
2024-02-27T19:30:43.815Z, Distance: 100cm
2024-02-27T19:30:44.815Z, Distance: 110cm
2024-02-27T19:30:45.815Z, Distance: 90cm
2024-02-27T19:30:46.814Z, Distance: 100cm
2024-02-27T19:30:47.814Z, Distance: 90cm
2024-02-27T19:30:48.815Z, Distance: 100cm
2024-02-27T19:30:49.815Z, Distance: 110cm
2024-02-27T19:30:50.815Z, Distance: 90cm
2024-02-27T19:30:51.815Z, Distance: 100cm
2024-02-27T19:30:52.815Z, Distance: 90cm
2024-02-27T19:30:53.815Z, Distance: 100cm
2024-02-27T19:30:54.815Z, Distance: 100cm
2024-02-27T19:30:55.815Z, Distance: 90cm
2024-02-27T19:30:56.815Z, Distance: 100cm
2024-02-27T19:30:57.814Z, Distance: 100cm
2024-02-27T19:30:58.814Z, Distance: 90cm
2024-02-27T19:30:59.815Z, Distance: 90cm
2024-02-27T19:31:00.815Z, Distance: 90cm
2024-02-27T19:31:01.815Z, Distance: 100cm
2024-02-27T19:31:02.815Z, Distance: 100cm
2024-02-27T19:31:03.815Z, Distance: 90cm
2024-02-27T19:31:04.815Z, Distance: 90cm
2024-02-27T19:31:05.814Z, Distance: 90cm
2024-02-27T19:31:06.814Z, Distance: 100cm
2024-02-27T19:31:07.814Z, Distance: 90cm
2024-02-27T19:31:08.815Z, Distance: 100cm
2024-02-27T19:31:09.815Z, Distance: 90cm
2024-02-27T19:31:10.815Z, Distance: 90cm
2024-02-27T19:31:11.815Z, Distance: 90cm
2024-02-27T19:31:12.814Z, Distance: 90cm
2024-02-27T19:31:13.815Z, Distance: 90cm
2024-02-27T19:31:14.815Z, Distance: 110cm
2024-02-27T19:31:15.815Z, Distance: 110cm
2024-02-27T19:31:16.814Z, Distance: 90cm
2024-02-27T19:31:17.815Z, Distance: 100cm
2024-02-27T19:31:18.815Z, Distance: 100cm
2024-02-27T19:31:19.815Z, Distance: 90cm
2024-02-27T19:31:20.815Z, Distance: 100cm
2024-02-27T19:31:21.815Z, Distance: 100cm
2024-02-27T19:31:22.815Z, Distance: 100cm
2024-02-27T19:31:23.815Z, Distance: 90cm
2024-02-27T19:31:24.815Z, Distance: 90cm
2024-02-27T19:31:25.815Z, Distance: 100cm
2024-02-27T19:31:26.816Z, Distance: 110cm
2024-02-27T19:31:27.815Z, Distance: 80cm
2024-02-27T19:31:28.815Z, Distance: 100cm
2024-02-27T19:31:29.815Z, Distance: 110cm
2024-02-27T19:31:30.815Z, Distance: 110cm
2024-02-27T19:31:31.815Z, Distance: 90cm
2024-02-27T19:31:32.816Z, Distance: 90cm
2024-02-27T19:31:33.815Z, Distance: 100cm
2024-02-27T19:31:34.816Z, Distance: 90cm
2024-02-27T19:31:35.815Z, Distance: 90cm
2024-02-27T19:31:36.816Z, Distance: 80cm
2024-02-27T19:31:37.815Z, Distance: 90cm
2024-02-27T19:31:38.816Z, Distance: 100cm
2024-02-27T19:31:39.816Z, Distance: 90cm
2024-02-27T19:31:40.817Z, Distance: 100cm
2024-02-27T19:31:41.816Z, Distance: 110cm
2024-02-27T19:31:42.815Z, Distance: 100cm
2024-02-27T19:31:43.816Z, Distance: 110cm
2024-02-27T19:31:44.815Z, Distance: 100cm
2024-02-27T19:31:45.816Z, Distance: 110cm
2024-02-27T19:31:46.816Z, Distance: 90cm
2024-02-27T19:31:47.816Z, Distance: 100cm
2024-02-27T19:31:48.816Z, Distance: 90cm
2024-02-27T19:31:49.815Z, Distance: 90cm
2024-02-27T19:31:50.816Z, Distance: 100cm
2024-02-27T19:31:51.815Z, Distance: 100cm
2024-02-27T19:31:52.815Z, Distance: 100cm
2024-02-27T19:31:53.816Z, Distance: 100cm
2024-02-27T19:31:54.816Z, Distance: 100cm
2024-02-27T19:31:55.816Z, Distance: 100cm
2024-02-27T19:31:56.816Z, Distance: 100cm
2024-02-27T19:31:57.815Z, Distance: 90cm
2024-02-27T19:31:58.815Z, Distance: 90cm
2024-02-27T19:31:59.816Z, Distance: 110cm
2024-02-27T19:32:00.815Z, Distance: 100cm
2024-02-27T19:32:01.816Z, Distance: 100cm
2024-02-27T19:32:02.816Z, Distance: 100cm
2024-02-27T19:32:03.816Z, Distance: 100cm
2024-02-27T19:32:04.816Z, Distance: 100cm
2024-02-27T19:32:05.815Z, Distance: 100cm
2024-02-27T19:32:06.816Z, Distance: 100cm
2024-02-27T19:32:07.815Z, Distance: 90cm
2024-02-27T19:32:08.815Z, Distance: 110cm
2024-02-27T19:32:09.815Z, Distance: 90cm
2024-02-27T19:32:10.815Z, Distance: 90cm
2024-02-27T19:32:11.816Z, Distance: 90cm
2024-02-27T19:32:12.815Z, Distance: 100cm
2024-02-27T19:32:13.815Z, Distance: 110cm
2024-02-27T19:32:14.815Z, Distance: 90cm
2024-02-27T19:32:15.816Z, Distance: 110cm
2024-02-27T19:32:16.815Z, Distance: 100cm
2024-02-27T19:32:17.815Z, Distance: 100cm
2024-02-27T19:32:18.815Z, Distance: 90cm
2024-02-27T19:32:19.816Z, Distance: 90cm
2024-02-27T19:32:20.816Z, Distance: 100cm
2024-02-27T19:32:21.815Z, Distance: 90cm
2024-02-27T19:32:22.815Z, Distance: 90cm
2024-02-27T19:32:23.816Z, Distance: 100cm
2024-02-27T19:32:24.816Z, Distance: 100cm
2024-02-27T19:32:25.815Z, Distance: 100cm
2024-02-27T19:32:26.816Z, Distance: 90cm
2024-02-27T19:32:27.816Z, Distance: 110cm
2024-02-27T19:32:28.815Z, Distance: 90cm
2024-02-27T19:32:29.815Z, Distance: 90cm
2024-02-27T19:32:30.816Z, Distance: 100cm
2024-02-27T19:32:31.816Z, Distance: 90cm
2024-02-27T19:32:32.815Z, Distance: 100cm
2024-02-27T19:32:33.815Z, Distance: 90cm
2024-02-27T19:32:34.816Z, Distance: 100cm
2024-02-27T19:32:35.816Z, Distance: 90cm
2024-02-27T19:32:36.816Z, Distance: 110cm
2024-02-27T19:32:37.816Z, Distance: 100cm
2024-02-27T19:32:38.815Z, Distance: 110cm
2024-02-27T19:32:39.815Z, Distance: 110cm
2024-02-27T19:32:40.816Z, Distance: 90cm
2024-02-27T19:32:41.816Z, Distance: 100cm
2024-02-27T19:32:42.815Z, Distance: 100cm
2024-02-27T19:32:43.816Z, Distance: 100cm
2024-02-27T19:32:44.816Z, Distance: 100cm
2024-02-27T19:32:45.816Z, Distance: 110cm
2024-02-27T19:32:46.816Z, Distance: 110cm
2024-02-27T19:32:47.816Z, Distance: 100cm
2024-02-27T19:32:48.815Z, Distance: 90cm
2024-02-27T19:32:49.816Z, Distance: 110cm
2024-02-27T19:32:50.816Z, Distance: 100cm
2024-02-27T19:32:51.816Z, Distance: 0cm
2024-02-27T19:32:52.816Z, Distance: 0cm
2024-02-27T19:32:53.816Z, Distance: 30cm
2024-02-27T19:32:54.816Z, Distance: 40cm
2024-02-27T19:32:55.816Z, Distance: 80cm
2024-02-27T19:32:56.816Z, Distance: 100cm
2024-02-27T19:32:57.815Z, Distance: 90cm
2024-02-27T19:32:58.816Z, Distance: 100cm
2024-02-27T19:32:59.816Z, Distance: 110cm
2024-02-27T19:33:00.815Z, Distance: 110cm
2024-02-27T19:33:01.816Z, Distance: 90cm
2024-02-27T19:33:02.816Z, Distance: 110cm
2024-02-27T19:33:03.816Z, Distance: 110cm
2024-02-27T19:33:04.816Z, Distance: 100cm
2024-02-27T19:33:05.816Z, Distance: 100cm
2024-02-27T19:33:06.815Z, Distance: 100cm
2024-02-27T19:33:07.817Z, Distance: 110cm
2024-02-27T19:33:08.816Z, Distance: 90cm
2024-02-27T19:33:09.816Z, Distance: 100cm
2024-02-27T19:33:10.816Z, Distance: 110cm
2024-02-27T19:33:11.816Z, Distance: 90cm
2024-02-27T19:33:12.816Z, Distance: 100cm
2024-02-27T19:33:13.816Z, Distance: 100cm
2024-02-27T19:33:14.816Z, Distance: 100cm
2024-02-27T19:33:15.816Z, Distance: 90cm
2024-02-27T19:33:16.816Z, Distance: 100cm
2024-02-27T19:33:17.816Z, Distance: 100cm
2024-02-27T19:33:18.816Z, Distance: 90cm
2024-02-27T19:33:19.816Z, Distance: 110cm
2024-02-27T19:33:20.815Z, Distance: 110cm
2024-02-27T19:33:21.816Z, Distance: 110cm
2024-02-27T19:33:22.816Z, Distance: 100cm
2024-02-27T19:33:23.816Z, Distance: 100cm
2024-02-27T19:33:24.816Z, Distance: 100cm
2024-02-27T19:33:25.816Z, Distance: 90cm
2024-02-27T19:33:26.816Z, Distance: 90cm
2024-02-27T19:33:27.816Z, Distance: 100cm
2024-02-27T19:33:28.816Z, Distance: 100cm
2024-02-27T19:33:29.816Z, Distance: 100cm
2024-02-27T19:33:30.816Z, Distance: 90cm
2024-02-27T19:33:31.816Z, Distance: 100cm
2024-02-27T19:33:32.816Z, Distance: 100cm
2024-02-27T19:33:33.816Z, Distance: 90cm
2024-02-27T19:33:34.816Z, Distance: 110cm
2024-02-27T19:33:35.816Z, Distance: 90cm
2024-02-27T19:33:36.816Z, Distance: 90cm
2024-02-27T19:33:37.816Z, Distance: 100cm
2024-02-27T19:33:38.816Z, Distance: 100cm
2024-02-27T19:33:39.816Z, Distance: 100cm
2024-02-27T19:33:40.817Z, Distance: 90cm
2024-02-27T19:33:41.817Z, Distance: 100cm
2024-02-27T19:33:42.816Z, Distance: 100cm
2024-02-27T19:33:43.816Z, Distance: 100cm
2024-02-27T19:33:44.817Z, Distance: 90cm
2024-02-27T19:33:45.818Z, Distance: 100cm
2024-02-27T19:33:46.816Z, Distance: 110cm
2024-02-27T19:33:47.817Z, Distance: 80cm
2024-02-27T19:33:48.816Z, Distance: 90cm
2024-02-27T19:33:49.816Z, Distance: 90cm
2024-02-27T19:33:50.816Z, Distance: 100cm
2024-02-27T19:33:51.816Z, Distance: 100cm
2024-02-27T19:33:52.816Z, Distance: 90cm
2024-02-27T19:33:53.817Z, Distance: 90cm
2024-02-27T19:33:54.817Z, Distance: 100cm
2024-02-27T19:33:55.817Z, Distance: 80cm
2024-02-27T19:33:56.816Z, Distance: 90cm
2024-02-27T19:33:57.816Z, Distance: 110cm
2024-02-27T19:33:58.816Z, Distance: 90cm
2024-02-27T19:33:59.817Z, Distance: 100cm
2024-02-27T19:34:00.816Z, Distance: 100cm
2024-02-27T19:34:01.817Z, Distance: 90cm
2024-02-27T19:34:02.816Z, Distance: 100cm
2024-02-27T19:34:03.817Z, Distance: 90cm
2024-02-27T19:34:04.816Z, Distance: 90cm
2024-02-27T19:34:05.816Z, Distance: 100cm
2024-02-27T19:34:06.817Z, Distance: 90cm
2024-02-27T19:34:07.817Z, Distance: 90cm
2024-02-27T19:34:08.816Z, Distance: 90cm
2024-02-27T19:34:09.816Z, Distance: 80cm
2024-02-27T19:34:10.816Z, Distance: 100cm
2024-02-27T19:34:11.816Z, Distance: 90cm
2024-02-27T19:34:12.817Z, Distance: 110cm
2024-02-27T19:34:13.817Z, Distance: 100cm
2024-02-27T19:34:14.817Z, Distance: 100cm
2024-02-27T19:34:15.817Z, Distance: 100cm
2024-02-27T19:34:16.817Z, Distance: 90cm
2024-02-27T19:34:17.817Z, Distance: 110cm
2024-02-27T19:34:18.817Z, Distance: 110cm
2024-02-27T19:34:19.816Z, Distance: 90cm
2024-02-27T19:34:20.816Z, Distance: 90cm
2024-02-27T19:34:21.817Z, Distance: 90cm
2024-02-27T19:34:22.817Z, Distance: 110cm
2024-02-27T19:34:23.817Z, Distance: 90cm
2024-02-27T19:34:24.816Z, Distance: 110cm
2024-02-27T19:34:25.817Z, Distance: 90cm
2024-02-27T19:34:26.817Z, Distance: 80cm
2024-02-27T19:34:27.816Z, Distance: 90cm
2024-02-27T19:34:28.816Z, Distance: 90cm
2024-02-27T19:34:29.816Z, Distance: 90cm
2024-02-27T19:34:30.816Z, Distance: 80cm
2024-02-27T19:34:31.817Z, Distance: 100cm
2024-02-27T19:34:32.816Z, Distance: 110cm
2024-02-27T19:34:33.817Z, Distance: 90cm
2024-02-27T19:34:34.816Z, Distance: 90cm
2024-02-27T19:34:35.816Z, Distance: 90cm
2024-02-27T19:34:36.816Z, Distance: 90cm
2024-02-27T19:34:37.816Z, Distance: 90cm
2024-02-27T19:34:38.817Z, Distance: 100cm
2024-02-27T19:34:39.816Z, Distance: 90cm
2024-02-27T19:34:40.816Z, Distance: 100cm
2024-02-27T19:34:41.817Z, Distance: 80cm
2024-02-27T19:34:42.816Z, Distance: 90cm
2024-02-27T19:34:43.816Z, Distance: 90cm
2024-02-27T19:34:44.817Z, Distance: 110cm
2024-02-27T19:34:45.817Z, Distance: 100cm
2024-02-27T19:34:46.817Z, Distance: 100cm
2024-02-27T19:34:47.817Z, Distance: 90cm
2024-02-27T19:34:48.816Z, Distance: 110cm
2024-02-27T19:34:49.817Z, Distance: 100cm
2024-02-27T19:34:50.817Z, Distance: 110cm
2024-02-27T19:34:51.816Z, Distance: 100cm
2024-02-27T19:34:52.817Z, Distance: 100cm
2024-02-27T19:34:53.817Z, Distance: 100cm
2024-02-27T19:34:54.817Z, Distance: 80cm
2024-02-27T19:34:55.817Z, Distance: 110cm
2024-02-27T19:34:56.816Z, Distance: 100cm
2024-02-27T19:34:57.817Z, Distance: 100cm
2024-02-27T19:34:58.817Z, Distance: 90cm
2024-02-27T19:34:59.817Z, Distance: 110cm
2024-02-27T19:35:00.817Z, Distance: 110cm
2024-02-27T19:35:01.817Z, Distance: 100cm
2024-02-27T19:35:02.816Z, Distance: 90cm
2024-02-27T19:35:03.817Z, Distance: 100cm
2024-02-27T19:35:04.816Z, Distance: 110cm
2024-02-27T19:35:05.816Z, Distance: 80cm
2024-02-27T19:35:06.817Z, Distance: 90cm
2024-02-27T19:35:07.817Z, Distance: 90cm
2024-02-27T19:35:08.817Z, Distance: 90cm
2024-02-27T19:35:09.817Z, Distance: 90cm
2024-02-27T19:35:10.816Z, Distance: 100cm
2024-02-27T19:35:11.817Z, Distance: 100cm
2024-02-27T19:35:12.816Z, Distance: 90cm
2024-02-27T19:35:13.816Z, Distance: 90cm
2024-02-27T19:35:14.816Z, Distance: 90cm
2024-02-27T19:35:15.817Z, Distance: 110cm
2024-02-27T19:35:16.817Z, Distance: 90cm
2024-02-27T19:35:17.817Z, Distance: 110cm
2024-02-27T19:35:18.817Z, Distance: 100cm
2024-02-27T19:35:19.817Z, Distance: 110cm
2024-02-27T19:35:20.817Z, Distance: 120cm
2024-02-27T19:35:21.817Z, Distance: 90cm
2024-02-27T19:35:22.817Z, Distance: 90cm
2024-02-27T19:35:23.817Z, Distance: 100cm
